1,2,6.489018
25,19,2.88832321053
42,42,4.10833855814
34,34,4.71009581818
46,46,4.01678745652
30,30,5.85228733333
37,37,4.52965848649
32,32,5.1369249375
41,40,4.798685275
23,23,7.22752873913
37,37,7.22539362162
42,42,3.92464252381
33,33,6.84381833333
38,38,5.58814018421
33,33,5.18377724242
31,31,7.04366506452
36,36,5.84679919444
26,26,6.85494592308
48,48,4.89269466667
30,30,5.7084949
23,23,9.16345408696
34,34,6.36237685714
33,33,6.36038596875
33,33,5.86507327273
40,40,5.468830625
29,29,7.36930668966
33,33,5.592352
29,29,7.01228231034
27,27,7.94187848148
37,37,5.81910118919
29,29,6.48019424138
40,40,4.97981939024
43,43,5.14622609524
30,30,5.77019933333
31,31,7.67186725806
40,40,4.796674275
33,33,6.54561509091
30,30,6.34630013333
33,33,5.96773060606
31,31,5.17679674194
39,39,6.63016835897
36,36,5.54927547222
32,32,5.73485746875
32,32,6.51493503125
45,45,4.82745617778
27,27,6.80241196296
36,36,5.48805191667
35,35,5.37739391429
34,34,5.90598311765
21,21,10.3999451905
42,42,5.49929
37,37,4.78011013514
35,35,6.57614434286
30,30,6.46978606667
37,37,5.49537472973
32,32,5.730042875
29,29,7.25898517241
33,33,6.37425860606
36,36,6.06011280556
36,36,4.95639258333
39,39,5.82681769231
40,40,4.6685406
29,29,6.52762503448
35,35,6.19377371429
36,36,5.85111437838
30,30,6.931624
37,37,5.37552665789
32,32,5.86521741935
30,30,6.33888656667
31,31,7.3960356129
28,28,7.65064693103
31,31,6.38520986667
26,26,8.24799584615
35,35,5.04922011111
36,36,5.51601731429
38,38,5.96193373684
47,47,4.22734355319
35,35,5.68386377143
31,31,5.20515380645
32,34,6.55019097059
36,34,5.3482815
35,35,6.79986191429
33,33,5.65125978788
33,33,6.96557054545
31,31,5.10530774194
33,33,7.14045136364
33,33,6.39878263636
39,39,5.04477371795
43,43,4.18564562791
37,37,5.63916345946
31,31,5.80475009677
32,32,6.766619875
37,37,5.74712894595
29,29,6.92893465517
39,39,4.95474455
31,31,6.07940023333
42,42,4.8752227619
32,32,6.02131546875
36,36,5.71001552778
33,33,6.05907021212
40,40,5.75452585
35,35,5.39581151429
32,32,7.03194148485
33,35,5.73973376471
41,39,4.53485289744
36,36,5.74081480556
43,43,4.38113967442
33,33,6.21661118182
36,36,5.94900066667
32,32,6.39386203125
33,33,6.38657224242
19,19,5.95292205263
0,0,NaN
0,0,NaN
